X,y
"(MoO,20);(MoS,6);(MoOS,10)","(MoS,89);(MoS3,24)"
"(MoS,173);(MoS3,274);(Mo2S6,8)","(MoS2,106);(MoS3,24)"
"(MoS5,35);(MoS3,1);(MoS2,1)","(MoS5,70);(MoS3,22)"
"(MoS,128);(MoS3,135);(MoS4,1)","(MoS5,3);(MoS3,23)"
"(MoO2,5);(MoOS2,24);(MoOS4,8)","(MoOS2,1);(MoS3,25)"
"(MoS5,28);(MoS2,14);(MoS4,23)","(Mo2S7,37);(MoS3,22)"
"(MoS,211);(MoS3,44);(MoS,69)","(MoS2,31);(MoS3,25)"
"(MoOS2,20);(MoS,70);(MoS3,4)","(MoS5,4);(MoS3,22)"
"(MoS4,67);(MoS2,1);(MoS3,1)","(MoS4,126);(MoS3,26)"
"(Mo2S7,6);(MoS4,1);(MoS3,62)","(MoOS4,11);(MoS3,25)"
"(MoS3,15);(MoS2,3);(MoOS,6)","(MoS2,51);(MoS3,23)"
"(MoOS,1);(MoO,69);(MoOS2,6)","(MoS,96);(MoS3,25)"
"(MoS2,8);(MoS4,15);(MoS2,57)","(MoS4,54);(MoS3,32)"
"(Mo2S7,6);(Mo2S8,89);(MoS5,72)","(MoOS4,29);(MoS3,27)"
"(MoO2,1);(MoO,42);(MoOS2,7)","(MoS,30);(MoS3,29)"
"(MoS2,38);(MoS4,52);(MoOS,26)","(MoS2,53);(MoS3,29)"
"(MoOS2,227);(MoOS4,6);(MoS3,74)","(MoOS4,4);(MoS3,29)"
"(MoS,28);(MoS2,109);(MoS,15)","(MoS2,93);(MoS3,27)"
"(MoOS,1);(MoO,29);(MoOS2,1)","(MoS,1);(MoS3,28)"
"(MoO2S2,1);(MoOS2,26);(MoS3,1)","(MoOS4,5);(MoS3,32)"
"(MoOS3,4);(MoS2,6);(MoS3,2)","(MoS,4);(MoS3,31)"
"(MoOS,93);(MoOS3,13);(MoOS2,30)","(MoOS4,13);(MoS3,32)"
"(MoS3,22);(MoOS,25);(MoS2,62)","(MoS,11);(MoS3,29)"
"(MoS3,125);(Mo2S5,6);(MoS2,2)","(Mo2S5,4);(MoS3,28)"
"(MoOS2,1);(MoS3,244);(MoS4,13)","(MoS,5);(MoS3,29)"
"(MoS,1);(MoS3,20);(MoS,21)","(MoOS2,33);(MoS3,32)"
"(MoOS3,8);(MoS2,3);(MoOS3,3)","(MoS2,5);(MoS3,30)"
"(MoS3,30);(MoOS4,4);(MoS3,56)","(MoOS4,4);(MoS3,30)"
"(MoS4,11);(MoS2,35);(MoS4,12)","(MoS2,97);(MoS3,29)"
"(MoO2S,2);(MoO,55);(MoOS2,2)","(MoS,60);(MoS3,31)"
"(MoOS3,1);(MoO2S,1);(MoOS2,7)","(MoS,22);(MoS3,32)"
"(MoS,39);(MoOS2,9);(MoS,2)","(MoOS2,9);(MoS3,32)"
"(MoOS2,4);(MoO,188);(MoS,207)","(Mo2S6,57);(MoS3,37)"
"(MoS4,46);(MoS3,1);(MoS5,2)","(MoS2,92);(MoS3,36)"
"(MoOS2,9);(MoS,6);(MoOS2,8)","(MoOS4,1);(MoS3,39)"
"(MoS3,1);(MoS,12);(MoS3,36)","(MoS5,3);(MoS3,35)"
"(MoOS5,3);(MoOS3,56);(Mo2S7,72)","(Mo2S9,16);(MoS3,39)"
"(MoS3,223);(MoOS,47);(MoOS4,5)","(Mo2S6,29);(MoS3,35)"
"(MoO2,2);(MoO,60);(MoOS2,7)","(MoS,121);(MoS3,33)"
"(MoO,99);(MoOS2,1);(MoOS4,1)","(MoS4,1);(MoS3,33)"
"(MoO,2);(MoO2,5);(MoO,53)","(MoS,34);(MoS3,38)"
"(MoS2,72);(Mo2S5,25);(MoS3,39)","(MoS5,6);(MoS3,36)"
"(MoS2,64);(MoS4,1);(MoS3,110)","(MoS5,2);(MoS3,37)"
"(MoOS,17);(MoS,10);(MoS3,2)","(MoS,20);(MoS3,37)"
"(Mo,1);(MoS,3);(MoS3,79)","(MoS5,12);(MoS3,35)"
"(MoO2,11);(MoO,6);(MoOS2,6)","(MoS,65);(MoS3,34)"
"(MoS4,4);(MoS2,231);(MoS4,19)","(MoS5,2);(MoS3,37)"
"(MoOS2,7);(MoO,114);(MoOS2,570)","(MoOS4,6);(MoS3,34)"
"(Mo2S7,42);(MoS4,2);(MoS5,181)","(MoOS,3);(MoS3,34)"
"(MoO,1);(MoOS,1);(MoOS2,50)","(MoS,17);(MoS3,36)"
"(MoO2S,6);(MoO,143);(MoOS2,3)","(MoS,20);(MoS3,33)"
"(MoOS2,9);(MoOS4,1);(MoS3,14)","(MoS,24);(MoS3,35)"
"(MoOS4,12);(MoS3,1);(MoOS2,1)","(MoOS4,2);(MoS3,41)"
"(MoS3,2);(MoOS4,86);(MoS3,2)","(MoOS4,11);(MoS3,46)"
"(Mo2S7,253);(Mo2S9,63);(Mo2S7,147)","(Mo2S9,40);(MoS3,43)"
"(MoOS3,8);(MoS2,60);(MoS4,107)","(Mo2S10,1);(MoS3,41)"
"(MoOS2,206);(MoS,2);(MoOS2,105)","(MoOS4,2);(MoS3,47)"
"(MoS4,35);(MoOS5,2);(MoS4,10)","(MoS5,1);(MoS3,42)"
"(MoOS2,50);(MoS,17);(MoS3,36)","(MoS5,2);(MoS3,45)"
"(MoS3,14);(MoS5,29);(MoS3,23)","(MoS2,89);(MoS3,44)"
"(MoOS2,7);(MoS,29);(MoO,2)","(MoS,214);(MoS3,42)"
"(MoS3,97);(MoS5,9);(MoS3,114)","(MoOS4,4);(MoS3,47)"
"(MoOS2,131);(MoOS4,7);(MoS3,127)","(MoOS4,21);(MoS3,42)"
"(MoO2,2);(MoO,15);(MoOS2,5)","(MoS,115);(MoS3,42)"
"(MoOS4,7);(MoS3,2);(MoOS2,1)","(MoOS4,2);(MoS3,43)"
"(MoOS2,66);(MoOS4,2);(MoS3,250)","(MoOS4,10);(MoS3,44)"
"(MoOS3,82);(MoOS,22);(MoS2,60)","(MoS5,1);(MoS3,45)"
"(MoS,87);(MoS3,4);(MoS,1)","(MoS4,218);(MoS3,41)"
"(MoS3,264);(MoS5,54);(MoS3,48)","(MoOS4,168);(MoS3,42)"
"(Mo2S6,14);(MoS2,32);(Mo2S5,64)","(MoS,110);(MoS3,42)"
"(MoOS2,8);(MoS,8);(MoS3,41)","(MoS,2);(MoS3,40)"
"(MoOS,72);(MoS,30);(MoS3,164)","(MoS5,3);(MoS3,40)"
"(MoOS2,10);(MoS,3);(MoOS2,8)","(MoS,82);(MoS3,50)"
"(MoS4,1);(Mo2S8,5);(MoS3,362)","(MoS5,18);(MoS3,50)"
"(MoOS,108);(MoOS3,46);(MoOS7,1)","(MoOS4,14);(MoS3,49)"
"(MoOS3,59);(MoOS,3);(MoS3,8)","(MoS2,7);(MoS3,54)"
"(MoS2,2);(MoS,157);(MoOS2,19)","(MoS,134);(MoS3,57)"
"(MoOS2,607);(MoOS4,11);(MoS3,2)","(MoOS4,11);(MoS3,58)"
"(MoS,2);(MoOS2,42);(MoS,3)","(MoOS2,216);(MoS3,58)"
"(MoS3,2);(MoOS4,5);(MoS3,2)","(MoOS4,3);(MoS3,56)"
"(MoS3,3);(Mo2S6,5);(MoS3,19)","(MoS5,11);(MoS3,56)"
"(MoS,76);(MoS3,7);(MoS,1)","(MoS5,1);(MoS3,56)"
"(MoOS2,3);(MoOS3,2);(MoOS2,12)","(MoS,23);(MoS3,54)"
"(MoS3,1);(Mo2S8,4);(MoS3,469)","(MoOS4,4);(MoS3,50)"
"(MoS3,5);(MoOS,92);(MoOS3,17)","(MoS,7);(MoS3,50)"
"(MoS4,26);(MoS2,11);(MoS3,5)","(MoS,29);(MoS3,57)"
"(MoOS,12);(MoOS3,9);(MoS2,17)","(MoS,211);(MoS3,51)"
"(MoS3,52);(MoS2,25);(Mo,1)","(Mo2S5,41);(MoS3,58)"
"(MoOS2,4);(MoS,67);(MoS3,75)","(MoS5,5);(MoS3,48)"
"(MoS3,73);(Mo2S7,5);(MoS,19)","(MoS4,6);(MoS3,51)"
"(MoOS2,7);(MoS2,21);(MoS3,4)","(MoS,12);(MoS3,57)"
"(MoO2,5);(MoO,4);(MoOS2,8)","(MoS,62);(MoS3,49)"
"(MoOS3,1);(MoS2,6);(MoOS3,7)","(MoS2,114);(MoS3,60)"
"(MoS3,69);(MoOS4,12);(MoS3,25)","(MoOS4,3);(MoS3,62)"
"(MoOS2,269);(MoS,2);(MoOS2,6)","(MoS,3);(MoS3,70)"
"(MoS4,2);(MoS2,32);(MoS3,2)","(MoS,579);(MoS3,67)"
"(MoS2,4);(MoOS3,70);(MoS2,49)","(MoS5,7);(MoS3,65)"
"(MoOS2,3);(MoS,12);(MoS3,13)","(MoS,43);(MoS3,69)"
"(MoO2,12);(MoOS,23);(Mo,35)","(MoS2,108);(MoS3,65)"
"(MoS3,80);(MoOS4,10);(MoS3,83)","(MoOS4,2);(MoS3,59)"
"(MoO2S,11);(MoO2,8);(MoOS2,94)","(MoOS4,4);(MoS3,63)"
"(MoS,119);(MoS3,31);(MoS4,1)","(MoS5,10);(MoS3,62)"
"(MoS3,85);(MoOS3,4);(MoOS,5)","(MoS,1);(MoS3,59)"
"(MoS3,14);(MoS5,4);(MoS3,2)","(MoS5,4);(MoS3,60)"
"(MoO2,91);(MoO,21);(MoOS2,1)","(MoS,6);(MoS3,60)"
"(MoO2,24);(MoO,44);(MoOS2,6)","(MoS,13);(MoS3,69)"
"(MoOS4,5);(MoOS2,1);(MoS3,61)","(MoS5,4);(MoS3,67)"
"(MoO2,33);(MoO,46);(MoOS2,6)","(MoS,73);(MoS3,64)"
"(MoOS2,14);(MoS,2);(MoOS2,33)","(MoS,61);(MoS3,64)"
"(MoS4,122);(MoS5,4);(MoS3,45)","(MoS5,4);(MoS3,70)"
"(MoS3,6);(MoOS4,2);(MoS3,17)","(MoS5,5);(MoS3,68)"
"(MoS3,46);(MoS5,10);(MoS3,109)","(MoS5,70);(MoS3,59)"
"(MoS2,241);(MoOS3,7);(MoS2,19)","(Mo2S6,51);(MoS3,74)"
"(MoOS2,526);(MoOS4,1);(MoS3,4)","(MoOS4,3);(MoS3,76)"
"(MoO2,99);(MoO,3);(MoOS2,33)","(MoS,2);(MoS3,78)"
"(MoS5,1);(MoS4,1);(MoS3,98)","(MoS5,2);(MoS3,78)"
"(MoOS2,19);(MoS,2);(MoOS2,77)","(MoOS4,4);(MoS3,79)"
"(Mo2S6,135);(Mo2S8,9);(MoS4,2)","(Mo2S9,23);(MoS3,73)"
"(MoO2,4);(MoO,8);(MoOS2,4)","(MoS,15);(MoS3,73)"
"(MoS3,158);(MoS5,2);(MoS3,84)","(MoOS4,42);(MoS3,76)"
"(Mo2S8,1);(Mo2S6,285);(MoS5,7)","(Mo2S8,54);(MoS3,71)"
"(MoOS,79);(MoOS3,3);(MoS2,37)","(MoS,37);(MoS3,72)"
"(MoO2,7);(MoO,112);(MoOS2,7)","(MoS,345);(MoS3,79)"
"(MoS5,2);(MoS3,179);(MoS5,53)","(Mo2S8,9);(MoS3,73)"
"(MoOS3,86);(MoO2S4,16);(MoOS3,60)","(MoOS4,4);(MoS3,78)"
"(MoOS2,39);(MoS,1);(MoS3,32)","(MoOS4,2);(MoS3,73)"
"(MoOS,126);(MoOS3,1);(MoS2,9)","(MoS,119);(MoS3,82)"
"(MoS2,28);(MoOS3,4);(MoS2,61)","(MoS,40);(MoS3,76)"
"(MoO,24);(MoOS2,4);(MoS,184)","(MoS5,3);(MoS3,79)"
"(MoS3,4);(MoS5,2);(MoS3,302)","(MoOS4,7);(MoS3,80)"
"(MoOS3,5);(MoS,59);(MoS2,5)","(MoS,40);(MoS3,76)"
"(MoOS2,6);(MoS,2);(MoOS2,12)","(MoS,44);(MoS3,84)"
"(MoOS2,13);(MoS,160);(MoS3,91)","(MoS5,3);(MoS3,94)"
"(MoO2,2);(MoO,208);(MoOS2,24)","(MoS,67);(MoS3,90)"
"(Mo,1);(MoS,24);(MoOS2,3)","(MoS,29);(MoS3,99)"
"(MoOS2,3);(MoS,2);(MoOS2,1)","(MoOS4,1);(MoS3,98)"
"(MoO2,73);(MoOS,125);(MoOS2,8)","(MoS,306);(MoS3,101)"
"(MoO,13);(MoOS,1);(MoO2S,8)","(MoS,137);(MoS3,99)"
"(MoO,4);(MoO2,5);(MoO,182)","(MoS,105);(MoS3,99)"
"(MoO,451);(MoS,52);(MoOS2,4)","(MoS,201);(MoS3,93)"
"(MoO2,5);(MoO,5);(MoOS2,17)","(MoOS4,1);(MoS3,104)"
"(MoO,15);(MoOS2,5);(MoO,1)","(MoS,49);(MoS3,94)"
"(MoO2S2,2);(MoOS,38);(MoOS2,8)","(MoS,112);(MoS3,96)"
"(MoOS2,5);(MoS,2);(MoOS2,50)","(MoOS4,1);(MoS3,96)"
"(MoS5,4);(MoS3,150);(MoS4,117)","(Mo2S7,23);(MoS3,86)"
"(MoS3,360);(MoOS4,4);(MoS3,18)","(MoOS4,5);(MoS3,96)"
"(MoO2,62);(MoO,51);(MoOS2,25)","(MoS,3);(MoS3,90)"
"(MoS2,9);(MoS3,5);(MoS2,251)","(MoS5,19);(MoS3,95)"
"(MoS3,2);(MoOS4,6);(MoS3,2)","(MoOS4,22);(MoS3,94)"
"(MoOS,66);(MoO2S2,3);(MoOS,131)","(MoOS4,1);(MoS3,102)"
"(MoOS2,3);(Mo2S9,3);(Mo2S6,60)","(Mo2S8,18);(MoS3,93)"
"(MoO,18);(MoOS2,16);(MoOS,1)","(MoS,39);(MoS3,93)"
"(MoOS2,2);(MoOS4,1);(MoS3,9)","(MoOS4,3);(MoS3,119)"
"(MoS4,52);(Mo2S6,11);(Mo2S7,115)","(Mo2S9,36);(MoS3,115)"
"(MoS3,18);(MoS,33);(MoS3,5)","(MoS4,2);(MoS3,119)"
"(MoOS2,2);(MoS,15);(MoS3,6)","(MoS,23);(MoS3,111)"
"(MoO,5);(MoO2,10);(MoO,15)","(MoOS2,9);(MoS3,112)"
"(MoOS2,7);(MoS,92);(MoS3,339)","(MoS5,4);(MoS3,126)"
"(MoS3,36);(Mo2S7,17);(MoS3,43)","(MoOS4,2);(MoS3,116)"
"(MoOS,1);(Mo,68);(MoS2,41)","(MoS,1);(MoS3,112)"
"(MoS3,117);(MoOS4,13);(MoS3,390)","(MoS5,32);(MoS3,115)"
"(MoOS3,2);(MoS2,48);(MoS3,91)","(MoS5,34);(MoS3,115)"
"(MoOS2,219);(MoOS4,10);(MoS3,49)","(MoS5,14);(MoS3,107)"
"(MoOS3,2);(MoOS,29);(MoOS3,1)","(MoOS2,184);(MoS3,124)"
"(MoOS2,4);(MoO,24);(MoOS2,1)","(MoS,137);(MoS3,122)"
"(MoOS3,27);(MoS2,1);(MoS4,75)","(MoOS4,2);(MoS3,110)"
"(MoOS2,3);(MoS,44);(MoS3,13)","(MoS,80);(MoS3,121)"
"(MoOS2,16);(MoS,39);(MoS3,117)","(MoS5,8);(MoS3,113)"
"(MoS3,416);(MoS4,2);(MoS2,7)","(Mo2S8,14);(MoS3,122)"
"(MoS,53);(MoS2,3);(MoS3,8)","(MoS,43);(MoS3,123)"
"(MoO2,51);(MoO,150);(MoOS2,11)","(MoS,24);(MoS3,117)"
"(MoOS,29);(MoS,77);(MoS3,14)","(MoS,192);(MoS3,111)"
"(MoOS3,31);(MoS2,71);(MoS4,104)","(MoOS4,1);(MoS3,132)"
"(MoOS2,3);(MoO,94);(MoOS2,6)","(MoS,291);(MoS3,140)"
"(MoS5,165);(Mo2S7,3);(MoS4,103)","(MoS5,2);(MoS3,133)"
"(MoOS2,2);(MoS,72);(MoS3,7)","(MoS,231);(MoS3,133)"
"(MoO3,8);(MoO2,21);(Mo,204)","(MoS2,100);(MoS3,128)"
"(MoOS2,30);(MoS,100);(MoS3,17)","(MoS,2);(MoS3,148)"
"(MoS,2);(MoS2,56);(MoS3,116)","(Mo2S7,26);(MoS3,128)"
"(MoO2,119);(MoO,102);(MoOS2,11)","(MoS,249);(MoS3,152)"
"(MoOS5,18);(MoS4,187);(Mo2S8,7)","(MoOS3,204);(MoS3,151)"
"(MoS5,2);(MoS3,268);(MoS4,409)","(Mo2S7,4);(MoS3,154)"
"(MoS4,11);(MoS3,6);(MoOS3,4)","(MoS,127);(MoS3,152)"
"(MoOS2,2);(MoS,21);(MoS3,57)","(MoS5,7);(MoS3,142)"
"(MoO2,36);(MoO,141);(MoOS2,4)","(MoS,52);(MoS3,153)"
"(MoS,79);(MoS3,2);(MoS2,1)","(Mo2S7,5);(MoS3,148)"
"(MoS5,2);(MoS3,97);(MoS5,49)","(Mo2S9,1);(MoS3,132)"
"(MoOS3,224);(MoOS2,161);(MoOS,7)","(MoOS3,11);(MoS3,128)"
"(MoS4,3);(MoS3,1);(MoS2,3)","(MoS4,95);(MoS3,130)"
"(MoS4,104);(MoOS4,7);(MoS3,213)","(MoS5,3);(MoS3,134)"
"(Mo2S8,2);(MoS5,1);(MoS3,209)","(MoS5,20);(MoS3,129)"
"(MoS4,97);(Mo2S10,5);(Mo2S8,22)","(MoS4,73);(MoS3,152)"
"(MoS3,2);(MoOS4,35);(MoS3,2)","(MoOS4,10);(MoS3,183)"
"(MoO2,57);(MoO,51);(MoOS2,5)","(MoS,32);(MoS3,165)"
"(MoOS2,2);(MoO,22);(MoOS2,3)","(MoS,16);(MoS3,166)"
"(MoOS2,39);(MoOS4,5);(MoS3,105)","(MoOS4,7);(MoS3,181)"
"(MoO2,2);(MoO,10);(MoOS2,9)","(MoS,83);(MoS3,180)"
"(MoOS2,5);(MoS,23);(MoS3,2)","(MoS,2);(MoS3,180)"
"(MoOS3,1);(MoOS,2);(MoS2,31)","(MoS4,1);(MoS3,177)"
"(MoOS2,7);(MoS,4);(MoOS2,71)","(MoOS4,1);(MoS3,185)"
"(MoS3,175);(MoOS4,21);(MoS3,2)","(MoOS4,5);(MoS3,188)"
"(MoS3,31);(MoS,37);(MoS3,130)","(MoS5,57);(MoS3,174)"
"(MoS3,127);(MoS5,3);(MoS3,54)","(MoOS4,5);(MoS3,163)"
"(MoO2,15);(MoO,194);(MoOS2,26)","(MoS,63);(MoS3,179)"
"(MoS3,48);(MoS5,6);(MoS3,7)","(MoS5,50);(MoS3,155)"
"(MoOS2,3);(MoS,2);(MoOS2,3)","(MoS,12);(MoS3,175)"
"(Mo2S5,150);(Mo2S7,44);(Mo2S10,2)","(Mo2S8,37);(MoS3,163)"
"(MoO,179);(MoS,249);(MoS3,75)","(MoS5,3);(MoS3,161)"
"(MoS,20);(MoS2,71);(MoS3,17)","(MoOS4,3);(MoS3,178)"
"(MoOS2,4);(MoS,86);(MoS3,15)","(MoS,65);(MoS3,186)"
"(MoO,95);(MoOS,1);(MoOS2,9)","(MoS,52);(MoS3,157)"
"(MoO2S,19);(MoO,145);(MoOS2,1)","(MoS,73);(MoS3,187)"
"(MoOS,13);(MoO,86);(MoOS2,41)","(MoOS4,16);(MoS3,206)"
"(MoS3,5);(MoOS4,10);(MoS3,103)","(MoS5,138);(MoS3,223)"
"(MoOS2,2);(MoS,79);(MoS3,160)","(MoS5,8);(MoS3,212)"
"(MoS2,4);(MoS,49);(MoS3,62)","(MoS5,4);(MoS3,198)"
"(MoOS,9);(MoS2,151);(MoS4,71)","(MoS5,2);(MoS3,192)"
"(MoS3,3);(MoS,58);(MoS3,169)","(MoS5,5);(MoS3,189)"
"(MoO2S2,38);(MoOS,2);(MoOS2,6)","(MoOS4,55);(MoS3,202)"
"(MoS4,4);(MoS2,10);(MoS3,279)","(MoS5,37);(MoS3,195)"
"(MoOS2,6);(MoS,28);(MoS3,5)","(MoS,63);(MoS3,202)"
"(MoOS2,16);(MoOS4,16);(MoS3,305)","(MoOS4,40);(MoS3,216)"
"(MoO2,71);(MoO,89);(MoOS2,3)","(MoS,224);(MoS3,228)"
"(MoS3,33);(MoS4,3);(MoS3,98)","(MoS5,10);(MoS3,215)"
"(MoOS2,5);(MoS,8);(MoS3,151)","(MoS5,4);(MoS3,220)"
"(MoOS4,4);(MoS3,1);(MoOS3,1)","(MoOS4,7);(MoS3,197)"
"(MoO,46);(MoOS2,92);(MoS3,1)","(MoOS4,3);(MoS3,227)"
"(MoS3,34);(MoOS4,15);(MoS3,3)","(MoOS4,8);(MoS3,211)"
"(MoOS2,17);(MoOS4,1);(MoS3,74)","(MoOS4,2);(MoS3,194)"
"(MoS3,7);(MoS,23);(MoS3,169)","(MoS5,7);(MoS3,197)"
"(MoS,2);(MoOS2,185);(MoS3,1)","(MoOS4,4);(MoS3,212)"
"(MoO,36);(MoOS2,2);(MoO,169)","(MoS,40);(MoS3,204)"
"(MoO,22);(MoO2S,19);(MoO,2)","(MoS,1);(MoS3,244)"
"(MoO,13);(MoS,1);(MoOS2,4)","(MoS,3);(MoS3,277)"
"(MoOS2,2);(MoS,206);(MoOS2,34)","(MoS,60);(MoS3,239)"
"(MoOS4,1);(MoOS2,43);(MoOS4,2)","(MoOS2,1);(MoS3,250)"
"(MoOS4,13);(MoOS2,1);(MoS3,81)","(Mo2S6,11);(MoS3,241)"
"(MoS3,4);(MoOS2,51);(Mo2S5,157)","(Mo2S7,9);(MoS3,241)"
"(MoS4,78);(MoOS4,2);(MoS3,25)","(MoS5,6);(MoS3,233)"
"(MoS,23);(MoS3,88);(MoS2,1)","(MoS,1);(MoS3,243)"
"(MoO2,67);(MoO,78);(MoOS2,29)","(MoS,165);(MoS3,241)"
"(MoS3,127);(MoS5,25);(MoS4,106)","(MoOS3,9);(MoS3,241)"
"(MoOS2,155);(MoS,4);(MoOS2,168)","(MoOS4,3);(MoS3,260)"
"(MoOS3,10);(Mo2S5,11);(MoOS2,49)","(MoOS4,10);(MoS3,237)"
"(Mo3O9S2,11);(MoO2S,3);(MoO,181)","(MoOS2,5);(MoS3,268)"
"(MoOS2,22);(MoS,11);(MoS3,90)","(MoS5,19);(MoS3,231)"
"(MoO2S,9);(MoO,102);(MoOS2,15)","(MoS,3);(MoS3,267)"
"(MoOS2,5);(MoS,46);(MoS3,3)","(MoS,2);(MoS3,262)"
"(MoS4,2);(Mo2S9,23);(MoS3,73)","(MoOS4,7);(MoS3,232)"
"(MoOS2,5);(MoS,20);(MoOS2,13)","(MoS,285);(MoS3,266)"
"(MoS2,184);(Mo2S8,3);(MoS4,53)","(MoOS4,2);(MoS3,244)"
"(MoOS,21);(MoO2S2,5);(MoOS,103)","(MoOS4,1);(MoS3,261)"
"(MoS2,7);(MoOS,2);(MoS,31)","(MoOS,17);(MoS3,323)"
"(MoOS2,12);(MoS,386);(MoS3,134)","(MoS5,5);(MoS3,328)"
"(MoS3,104);(MoOS4,21);(MoS3,10)","(MoOS4,22);(MoS3,325)"
"(MoS4,7);(MoS2,94);(MoS3,2)","(MoS,77);(MoS3,297)"
"(MoOS2,2);(MoS,201);(MoOS2,54)","(MoOS4,2);(MoS3,298)"
"(MoS2,336);(MoOS3,23);(MoS2,208)","(MoS5,27);(MoS3,288)"
"(Mo2S5,21);(Mo2S7,4);(Mo2S5,121)","(Mo2S7,11);(MoS3,325)"
"(MoOS5,34);(MoS4,25);(MoOS2,3)","(MoOS3,45);(MoS3,290)"
"(MoS,3);(MoOS2,15);(MoS3,271)","(MoOS4,33);(MoS3,305)"
"(MoS2,1);(MoOS,1);(MoOS2,1)","(MoS,91);(MoS3,282)"
"(MoO2S,1);(MoO2S3,1);(MoOS2,37)","(MoOS4,13);(MoS3,314)"
"(MoOS,149);(MoS3,3);(MoS2,70)","(MoS4,7);(MoS3,328)"
"(MoO,48);(MoS,15);(MoS3,126)","(MoS5,5);(MoS3,335)"
"(MoS,21);(MoOS,10);(MoOS2,114)","(MoOS4,2);(MoS3,335)"
"(Mo,4);(MoO,101);(MoOS2,6)","(MoS,87);(MoS3,296)"
"(MoS4,9);(Mo2S8,1);(MoS3,142)","(MoS5,25);(MoS3,298)"
"(MoOS,21);(MoOS3,8);(MoOS2,80)","(MoOS4,10);(MoS3,331)"
"(MoO2S3,14);(MoS,3);(MoOS2,171)","(MoOS4,50);(MoS3,298)"
"(MoS3,2);(MoOS4,15);(MoS3,2)","(MoOS4,17);(MoS3,292)"
"(MoO2S,6);(MoO,38);(MoOS2,1)","(MoS,27);(MoS3,330)"
"(MoOS2,1);(MoS,119);(MoS3,14)","(MoS,47);(MoS3,378)"
"(MoS3,102);(MoOS4,3);(MoS3,114)","(MoOS4,19);(MoS3,375)"
"(MoOS2,28);(MoS,27);(MoS3,41)","(MoS,2);(MoS3,382)"
"(MoS2,97);(MoS4,25);(MoS2,2)","(MoS4,42);(MoS3,407)"
"(MoS,20);(MoS4,1);(MoS3,91)","(MoS5,33);(MoS3,367)"
"(MoS,85);(MoS2,1);(MoS3,46)","(MoS,2);(MoS3,339)"
"(MoOS4,1);(MoS3,22);(MoS5,1)","(MoS4,245);(MoS3,410)"
"(MoO2,2);(MoO,7);(MoOS2,1)","(MoOS4,2);(MoS3,397)"
"(MoO2S,2);(MoO,131);(MoOS2,7)","(MoS,92);(MoS3,339)"
"(Mo2S6,1);(MoS2,138);(MoS3,8)","(MoS,2);(MoS3,399)"
"(MoOS3,4);(MoS2,39);(MoS3,7)","(MoOS4,2);(MoS3,346)"
"(MoS3,2);(MoOS4,27);(MoOS6,2)","(MoOS4,184);(MoS3,360)"
"(MoS4,4);(MoOS5,7);(MoS4,29)","(MoOS4,3);(MoS3,354)"
"(MoO2S,2);(MoO,63);(MoOS2,3)","(MoS,41);(MoS3,370)"
"(MoOS2,1);(MoS,40);(MoS3,8)","(MoS2,51);(MoS3,371)"
"(MoOS2,61);(Mo2S6,36);(MoOS3,16)","(Mo2S6,34);(MoS3,355)"
"(MoOS3,2);(MoS2,73);(MoOS2,5)","(MoS,40);(MoS3,341)"
"(MoS3,124);(MoS5,4);(MoS3,30)","(MoOS4,21);(MoS3,379)"
"(MoS,285);(MoS3,4);(MoS2,1)","(MoS,1);(MoS3,344)"
"(MoO2,26);(MoO,93);(MoOS2,18)","(MoS,16);(MoS3,398)"
"(MoS2,35);(MoS,24);(MoOS2,33)","(MoOS3,1);(MoS3,428)"
"(Mo3O9S2,12);(MoO,35);(MoOS2,9)","(MoS,34);(MoS3,422)"
"(MoS,1);(MoS5,1);(MoS3,11)","(MoS5,19);(MoS3,415)"
"(MoS3,2);(MoOS4,54);(MoS3,2)","(MoOS4,8);(MoS3,498)"
"(MoS3,12);(MoS5,2);(MoS3,76)","(MoS5,7);(MoS3,498)"
"(Mo2S8,215);(Mo2S6,252);(MoOS3,17)","(MoOS4,8);(MoS3,468)"
"(MoS5,5);(MoS4,22);(Mo2S6,54)","(MoS2,11);(MoS3,436)"
"(MoOS4,2);(MoOS2,63);(MoOS6,2)","(MoOS4,4);(MoS3,471)"
"(MoS2,48);(MoS,44);(MoS3,14)","(MoS,48);(MoS3,492)"
"(MoS5,7);(Mo2S7,5);(Mo2S8,4)","(Mo2S6,66);(MoS3,484)"
"(MoS3,143);(MoS5,87);(MoS3,12)","(MoS5,17);(MoS3,490)"
"(MoO,195);(MoS,64);(MoOS2,2)","(MoS,108);(MoS3,423)"
"(MoOS4,4);(MoOS3,56);(MoS2,1)","(MoOS4,6);(MoS3,488)"
"(MoS,2);(MoOS2,40);(MoS3,169)","(MoOS4,9);(MoS3,438)"
"(MoS3,71);(MoOS3,4);(MoS2,25)","(MoS4,33);(MoS3,437)"
"(MoOS2,9);(MoS,5);(MoOS2,4)","(MoS,16);(MoS3,481)"
"(MoO,101);(MoOS,1);(MoOS2,4)","(MoS,145);(MoS3,451)"
"(Mo2S7,12);(Mo2S9,5);(Mo2S7,719)","(Mo2S5,140);(MoS3,419)"
"(MoOS6,1);(MoS5,11);(MoS3,304)","(MoS5,45);(MoS3,499)"
"(MoS,6);(MoO2S,3);(MoS,6)","(MoO2S,15);(MoS3,457)"
